pagetitle;topcategory;subcategory;longtitle;alias;description;introtext;content;images;catalogfull;product-sku;max-kapacitet-nosivosti;max-visina-dizanja;max-jacina-baterije;max-brzina-voznje;teziste;opcije;vrsta-motora;vucni-kapacitet;max-visina-komisioniranja;primjena-vilicara;radni-hodnik;okretni-radius
7FBEST10;Toyota elektriÄçni Äçeoni viliÄçari Traigo 24 serija;ElektriÄçni Äçeoni viliÄçari - Toyota Traigo serije;Toyota elektriÄçni Äçeoni viliÄçari Traigo 24 serija;elektriÄçni-Äçeoni-viliÄçar-toyota-traigo-7fbest10;ElektriÄçni Äçeoni viliÄçar Toyota Traigo 24 pogodni su za lake i srednje aplikacije manipulacije teretom, proizvedeni su s tri kotaÄça, kompaktnim dizajnom zbog kojeg su idealni za rad u skuÄçenim prostorima.;;"<p class=""kratki""><strong>Elektrini eoni viliar Toyota Traigo 24 pogodni su za lake i srednje aplikacije manipulacije teretom, proizvedeni su s tri kotaa, kompaktnim dizajnom zbog kojeg su idealni za rad u skuenim prostorima.</strong></p><ul><li>Kapacitet nosivosti do 1t pri teitu od 500 mm</li><li>Visina dizanja do 6,5 m</li><li>Toyota SAS sa kontrolom krana, sinhroniziranim upravljanjem i redukcijom brzine prilikom skretanja</li><li>AC tehnologija</li><li>Mogunost izbora ruica za upravljanje</li><li>Niska ulazna stepenica</li></ul><div class=""kratki""><p>Najkompaktniji od svih naih elektro eonih viliara su<span class=""hps"">modeli</span><span class=""hps"">Toyota</span><span class=""hps"">Traigo</span><span class=""hps"">24 s tri kotaa.</span>Ovaj elektro eoni viliar ima sposobnost lakog<span class=""hps"">manevriranja u</span><span class=""hps"">skuenim prostorima. Moe biti opremljen raznim kabinama</span><span class=""hps"">za</span><span class=""hps"">unutarnju i vanjsku</span><span class=""hps"">uporabu</span>,a takoer je opremljen <span class=""hps"">Toyota</span><span class=""hps"">SAS sistemom i</span><span class=""hps"">i</span><span class=""hps"">snanim</span>AC<span class=""hps"">motorima to mu daje</span><span class=""hps"">maksimalnu</span><span class=""hps"">sigurnost</span><span class=""hps"">i produktivnost</span>.</p><p></p></div>";"https://www.skladisna-logistika.hr/assets/galleries/167/391_toyota-traigo24-15_LO-1.jpg;https://www.skladisna-logistika.hr/assets/galleries/167/390_toyota-traigo-24_LO-1.jpg";;7FBEST10;1000;6.5 ;500;12.5 ;500;;;;;;;1230
BT Vector VCE125SF;BT elektriÄçni visokoregalni viliÄçari;ElektriÄçni visokoregalni viliÄçari - BT Vector serije;ElektriÄçni visokoregalni viliÄçar BT Vector C serija;visokoregalni-viliÄçar-bt-vector-a-vce125sf;S kapacitetom nosivosti do 1.5 tona i visinom dizanja do 14.8 metara, visokoregalni viliÄçari iz BT Vector serije za rad u uskim hodnicima, idealni su za manipulaciju paletama i komisioniranje na velikim visinama u regalnim skladiÅ¡tima.;;"<p class=""kratki""><strong>S kapacitetom nosivosti do 1.5 tona i visinom dizanja do 14.8 metara, visokoregalni viliari iz BT Vector serije za rad u uskim hodnicima, idealni su za manipulaciju paletama i komisioniranje na velikim visinama u regalnim skladitima.</strong></p><ul><li>Kabina se podie zajedno s kranom viliara</li><li>Nosivost do 1.25 tone</li><li>Visina dizanja sve do 14.8 m</li><li>Artikulirano upravljanje</li><li>AC tehnologija</li></ul><div class=""kratki""><p><span class=""hps"">Dva modela</span><span class=""hps"">unutar</span><span class=""hps"">BT</span><span class=""hps"">Vector</span><span class=""hps"">""Advanced"" A - serije za rad u uskim hodnicima imaju jedinstvenu asiju koja im omoguava optimalnu stabilnost i manji prostor za izmjenu hodnika</span>to dovodi do utede u skladinom prostoru.<span class=""hps"">Uz</span><span class=""hps"">standardnu</span>visinu komisioniranja<span class=""hps"">do</span><span class=""hps"">14.3</span><span class=""hps"">metara i</span><span class=""hps"">maksimalnu</span><span class=""hps"">nosivosti</span>od<span class=""hps"">1.25</span> <span class=""hps"">tone</span>,<span class=""hps"">nai</span><span class=""hps"">""Advanced""</span>visokoregalni viliari mogu biti voeni induktivnim i mehanikim vodilicama unutar radnog hodnika.</p></div>";https://www.skladisna-logistika.hr/assets/galleries/160/389_bt-vector-vce125asf_LO.jpg;http://www.skladisna-logistika.hr/upload/artikli/vce125asf_16531.pdf;VCE125SF;1250;13.3;;;;;;;14.25;;1660;
BT Vector VCE150A;BT elektriÄçni visokoregalni viliÄçari;ElektriÄçni visokoregalni viliÄçari - BT Vector serije;ElektriÄçni visokoregalni viliÄçar BT Vector A serija;visokoregalni-viliÄçar-bt-vector-c-vce135;S kapacitetom nosivosti do 1.5 tona i visinom dizanja do 14.8 metara, visokoregalni viliÄçari iz BT Vector serije za rad u uskim hodnicima, idealni su za manipulaciju paletama i komisioniranje na velikim visinama u regalnim skladiÅ¡tima.;;"<p class=""kratki""><strong>S kapacitetom nosivosti do 1.5 tona i visinom dizanja do 14.8 metara, visokoregalni viliari iz BT Vector serije za rad u uskim hodnicima, idealni su za manipulaciju paletama i komisioniranje na velikim visinama u regalnim skladitima.</strong></p><ul><li>Kabina se podie zajedno s kranom viliara</li><li>Nosivost do 1.5 tone</li><li>Visina dizanja sve do 14.8 m</li><li>Artikulirano upravljanje</li><li>AC tehnologija</li></ul><div class=""kratki""><p><span class=""hps"">Dva modela</span><span class=""hps"">unutar</span><span class=""hps"">BT</span><span class=""hps"">Vector</span><span class=""hps"">""Advanced"" A - serije za rad u uskim hodnicima imaju jedinstvenu asiju koja im omoguava optimalnu stabilnost i manji prostor za izmjenu hodnika</span>to dovodi do utede u skladinom prostoru.<span class=""hps"">Uz</span><span class=""hps"">standardnu</span>visinu komisioniranja<span class=""hps"">do</span><span class=""hps"">14.3</span><span class=""hps"">metara i</span><span class=""hps"">maksimalnu</span><span class=""hps"">nosivosti</span>od<span class=""hps"">1.5</span><span class=""hps"">tone</span>,<span class=""hps"">nai</span><span class=""hps"">""Advanced""</span>visokoregalni viliari mogu biti voeni induktivnim i mehanikim vodilicama unutar radnog hodnika.</p></div>";"https://www.skladisna-logistika.hr/assets/galleries/159/387_bt-vector-a-series-vce150a_HI.jpg;https://www.skladisna-logistika.hr/assets/galleries/159/388_bt-vector-vce150a_LO.jpg";http://www.skladisna-logistika.hr/upload/artikli/vce150a_165221.pdf;VCE150A;1500;14.8;;;;;;;14.25;;1660;
BT Vector VCE135;BT elektriÄçni visokoregalni viliÄçari;ElektriÄçni visokoregalni viliÄçari - BT Vector serije;ElektriÄçni visokoregalni viliÄçar BT Vector C serija;visokoregalni-viliÄçar-bt-vector-c-vce135;BT Vector visokoregalni viliÄçari s podiznom kabinom najbolje rezultate daju u srednjim i teÅ¡kim aplikacijama rada, kao Å¡to su komisioniranje i manipulacija paletama.;;"<p class=""kratki""><strong>BT Vector visokoregalni viliari s podiznom kabinom najbolje rezultate daju u srednjim i tekim aplikacijama rada, kao to su komisioniranje i manipulacija paletama.</strong></p><ul><li>Kapacitet nosivosti do 1.35 tona na teitu 600 mm</li><li>Visina dizanja do 11.3 m</li><li>Veliko ubrzanje viliara</li><li>Okretne ili teleskopske vilice</li><li>BT Optipace</li><li>Izvrsna vidljivost</li></ul><div class=""kratki""><p>BT<span class=""hps"">Vector</span><span class=""hps"">C</span><span class=""atn"">-</span>serija nudi<span class=""hps"">trimodela visokoregalnih viliara</span><span class=""hps"">s</span>kapacitetom<span class=""hps"">nosivosti</span> <span class=""hps"">do 1.35</span><span class=""hps"">tona</span>.<span class=""hps"">Nai</span><span class=""hps"">VNA</span><span class=""hps"">""Combi</span>""visokoregalni viliari <span class=""hps"">su u mogunosti obavljati</span>manipulaciju<span class=""hps"">s punim paletama i</span><span class=""hps"">komisioniranje</span><span class=""hps"">na visinama</span><span class=""hps"">u</span><span class=""hps"">uskim</span><span class=""hps"">prolazima</span>.<span class=""hps"">Voeni induktivnim ili mehanikim vodilicama</span>,<span class=""hps"">ovi</span><span class=""hps"">viliari</span><span class=""hps"">mogu</span><span class=""hps"">podii</span><span class=""hps"">teret</span><span class=""hps"">do</span><span class=""hps"">visine od</span><span class=""hps"">13.6</span><span class=""hps"">metara</span>.<span class=""hps"">Dodatne</span><span class=""hps"">znaajke ukljuuju</span><span class=""hps"">specijalne okretne vilice</span><span class=""hps"">,</span><span class=""hps"">koje mogupodii i umetnuti paletu u regal</span><span class=""hps"">na obje</span>strane regala<span class=""hps"">lijevu</span><span class=""hps"">i desnu,</span>bez<span class=""hps"">ugroavanja</span><span class=""hps"">produktivnost</span><span class=""hps"">i sigurnost</span>.</p></div>";https://www.skladisna-logistika.hr/assets/galleries/158/386_bt-vector-vce135_LO.jpg;http://www.skladisna-logistika.hr/upload/artikli/vce135_165117.pdf;VCE135;1350;8.5;;14.0;;;;;;;1660;
BT Vector VCE100;BT elektriÄçni visokoregalni viliÄçari;ElektriÄçni visokoregalni viliÄçari - BT Vector serije;ElektriÄçni visokoregalni viliÄçar BT Vector C serija;visokoregalni-viliÄçar-bt-vector-c-vce100;BT Vector visokoregalni viliÄçari s podiznom kabinom najbolje rezultate daju u srednjim i teÅ¡kim aplikacijama rada, kao Å¡to su komisioniranje i manipulacija paletama.;;"<p class=""kratki""><strong>BT Vector visokoregalni viliari s podiznom kabinom najbolje rezultate daju u srednjim i tekim aplikacijama rada, kao to su komisioniranje i manipulacija paletama.</strong></p><ul><li>Kapacitet nosivosti do 1t na teitu 600 mm</li><li>Visina dizanja do 11.3 m</li><li>Veliko ubrzanje viliara</li><li>Okretne ili teleskopske vilice</li><li>BT Optipace</li><li>Izvrsna vidljivost</li></ul><div class=""kratki""><p>BT<span class=""hps"">Vector</span><span class=""hps"">C</span><span class=""atn"">-</span>serija nudi<span class=""hps"">trimodela visokoregalnih viliara</span><span class=""hps"">s</span>kapacitetom<span class=""hps"">nosivosti</span> <span class=""hps"">do 1 </span><span class=""hps"">tone</span>.<span class=""hps"">Nai</span><span class=""hps"">VNA</span><span class=""hps"">""Combi</span>""visokoregalni viliari <span class=""hps"">su u mogunosti obavljati</span>manipulaciju<span class=""hps"">s punim paletama i</span><span class=""hps"">komisioniranje</span><span class=""hps"">na visinama</span><span class=""hps"">u</span><span class=""hps"">uskim</span><span class=""hps"">prolazima</span>.<span class=""hps"">Voeni induktivnim ili mehanikim vodilicama</span>,<span class=""hps"">ovi</span><span class=""hps"">viliari</span><span class=""hps"">mogu</span><span class=""hps"">podii</span><span class=""hps"">teret</span><span class=""hps"">do</span><span class=""hps"">visine od</span><span class=""hps"">13.6</span><span class=""hps"">metara</span>.<span class=""hps"">Dodatne</span><span class=""hps"">znaajke ukljuuju</span><span class=""hps"">specijalne okretne vilice</span><span class=""hps"">,</span><span class=""hps"">koje mogupodii i umetnuti paletu u regal</span><span class=""hps"">na obje</span>strane regala<span class=""hps"">lijevu</span><span class=""hps"">i desnu,</span>bez<span class=""hps"">ugroavanja</span><span class=""hps"">produktivnost</span><span class=""hps"">i sigurnost</span>.</p></div>";"https://www.skladisna-logistika.hr/assets/galleries/156/383_bt-vector-vce100_LO-1.jpg;https://www.skladisna-logistika.hr/assets/galleries/156/382_bt-vector-vce100_LO-2.jpg";http://www.skladisna-logistika.hr/upload/artikli/vce100_164935.pdf;VCE100;1000;6;;;;;;;9.9;;1660;
BT Vector VCE120;BT elektriÄçni visokoregalni viliÄçari;ElektriÄçni visokoregalni viliÄçari - BT Vector serije;ElektriÄçni visokoregalni viliÄçar BT Vector C serija;visokoregalni-viliÄçar-bt-vector-c-vce120;BT Vector visokoregalni viliÄçari s podiznom kabinom najbolje rezultate daju u srednjim i teÅ¡kim aplikacijama rada, kao Å¡to su komisioniranje i manipulacija paletama.;;"<p class=""kratki""><strong>BT Vector visokoregalni viliari s podiznom kabinom najbolje rezultate daju u srednjim i tekim aplikacijama rada, kao to su komisioniranje i manipulacija paletama.</strong></p><ul><li>Kapacitet nosivosti do 1.2 tona na teitu 600 mm</li><li>Visina dizanja do 11.3 m</li><li>Veliko ubrzanje viliara</li><li>Okretne ili teleskopske vilice</li><li>BT Optipace</li><li>Izvrsna vidljivost</li></ul><div class=""kratki""><p>BT<span class=""hps"">Vector</span><span class=""hps"">C</span><span class=""atn"">-</span>serija nudi<span class=""hps"">trimodela visokoregalnih viliara</span><span class=""hps"">s</span>kapacitetom<span class=""hps"">nosivosti</span> do 1,2 <span class=""hps"">t</span>.<span class=""hps"">Nai</span><span class=""hps"">VNA</span><span class=""hps"">""Combi</span>""visokoregalni viliari <span class=""hps"">su u mogunosti obavljati</span>manipulaciju<span class=""hps"">s punim paletama i</span><span class=""hps"">komisioniranje</span><span class=""hps"">na visinama</span><span class=""hps"">u</span><span class=""hps"">uskim</span><span class=""hps"">prolazima</span>.<span class=""hps"">Voeni induktivnim ili mehanikim vodilicama</span>,<span class=""hps"">ovi</span><span class=""hps"">viliari</span><span class=""hps"">mogu</span><span class=""hps"">podii</span><span class=""hps"">teret</span><span class=""hps"">do</span><span class=""hps"">visine od</span><span class=""hps"">13.6</span><span class=""hps"">metara</span>.<span class=""hps"">Dodatne</span><span class=""hps"">znaajke ukljuuju</span><span class=""hps"">specijalne okretne vilice</span><span class=""hps"">,</span><span class=""hps"">koje mogupodii i umetnuti paletu u regal</span><span class=""hps"">na obje</span>strane regala<span class=""hps"">lijevu</span><span class=""hps"">i desnu,</span>bez<span class=""hps"">ugroavanja</span><span class=""hps"">produktivnost</span><span class=""hps"">i sigurnost</span>.</p></div>";"https://www.skladisna-logistika.hr/assets/galleries/274/385_bt-vector-vce100_LO-1.jpg;https://www.skladisna-logistika.hr/assets/galleries/274/384_bt-vector-vce100_LO-2.jpg";http://www.skladisna-logistika.hr/upload/artikli/vce100_164935.pdf;VCE120;1200;6.3;;;;;;;9.9;;1660;
BT Vector VRE125SF;BT elektriÄçni visokoregalni viliÄçari;ElektriÄçni visokoregalni viliÄçari - BT Vector serije;ElektriÄçni visokoregalni viliÄçar BT Vector R serija;visokoregalni-viliÄçar-bt-vector-r-vre125sf;Pogodni za aplikacije manipulacije paleta srednjim intezitetom,visokoregalni viliÄçari iz BT Vector R - serije imaju visinu dizanja do 11.3 metra.;;"<p class=""kratki""><strong>Pogodni za aplikacije manipulacije paleta srednjim intezitetom,visokoregalni viliari iz BT Vector R - serije imaju visinu dizanja do 11.3 metra.</strong></p><ul><li>Visina dizanja do 11.3 m</li><li>Veliko ubrzanje viliara</li><li>Teleskopske vilice</li><li>BT Optipace</li><li>Izvrsna vidljivost</li></ul><div class=""kratki""><p><span class=""hps"">Temeljeni na</span><span class=""hps"">BT</span><span class=""hps"">Reflex</span>regalnim viliarima,visokoregalni viliar iz<span class=""hps"">BT</span><span class=""hps"">Vector</span><span class=""hps"">R</span>-serije<span class=""hps"">optimiziran je za rad u</span><span class=""hps"">uskim</span><span class=""hps"">prolazima s kabinom na tlu.</span><span class=""hps"">Ovi visokoregalni viliari</span><span class=""hps"">imaju</span>kapacitet<span class=""hps"">nosivosti</span> do <span class=""hps"">1.25</span> <span class=""hps"">ivisinu dizanja do</span><span class=""hps"">11.3</span><span class=""hps"">metara</span>.Viliari izBT<span class=""hps"">Vector</span><span class=""hps"">R</span><span class=""atn"">-</span>serijemogu biti voeni unutar radnog hodnika pomou induktivnih vodilca ili pomou mehanikig vodilica, to im<span class=""hps"">doputa</span><span class=""hps"">brz,</span><span class=""hps"">ali</span><span class=""hps"">i siguran</span><span class=""hps"">rad u</span><span class=""hps"">vrlo uskim</span><span class=""hps"">prolazima. Viliari su opremljeni sustavom</span><span class=""hps"">BT</span><span class=""hps"">Optipace</span>,<span class=""hps"">koji optimizira rad viliara i sve njegove funkcije.</span></p></div>";https://www.skladisna-logistika.hr/assets/galleries/153/379_bt-vector-vre125150_LO.jpg;http://www.skladisna-logistika.hr/upload/artikli/vre125sf_164627.pdf;VRE125SF;1250;6.7;;;;;;;;;1660;
BT Vector VRE125;BT elektriÄçni visokoregalni viliÄçari;ElektriÄçni visokoregalni viliÄçari - BT Vector serije;ElektriÄçni visokoregalni viliÄçar BT Vector R serija;visokoregalni-viliÄçar-bt-vector-r-vre125;Pogodni za aplikacije manipulacije paleta srednjim intezitetom,visokoregalni viliÄçari iz BT Vector R - serije imaju visinu dizanja do 11.3 metra.;;"<p class=""kratki""><strong>Pogodni za aplikacije manipulacije paleta srednjim intezitetom,visokoregalni viliari iz BT Vector R - serije imaju visinu dizanja do 11.3 metra.</strong></p><ul><li>Visina dizanja do 11.3 m</li><li>Veliko ubrzanje viliara</li><li>Okretne vilice</li><li>BT Optipace</li><li>Izvrsna vidljivost</li></ul><div class=""kratki""><p><span class=""hps"">Temeljeni na</span><span class=""hps"">BT</span><span class=""hps"">Reflex</span>regalnim viliarima,visokoregalni viliar iz<span class=""hps"">BT</span><span class=""hps"">Vector</span><span class=""hps"">R</span>-serije<span class=""hps"">optimiziran je za rad u</span><span class=""hps"">uskim</span><span class=""hps"">prolazima s kabinom na tlu.</span><span class=""hps"">Ovi visokoregalni viliari</span><span class=""hps"">imaju</span>kapacitet<span class=""hps"">nosivosti</span> <span class=""hps"">do 1.25</span> <span class=""hps"">tona</span><span class=""hps"">ivisinu dizanja do</span><span class=""hps"">11.3</span><span class=""hps"">metara</span>.Viliari izBT<span class=""hps"">Vector</span><span class=""hps"">R</span><span class=""atn"">-</span>serijemogu biti voeni unutar radnog hodnika pomou induktivnih vodilca ili pomou mehanikig vodilica, to im<span class=""hps"">doputa</span><span class=""hps"">brz,</span><span class=""hps"">ali</span><span class=""hps"">i siguran</span><span class=""hps"">rad u</span><span class=""hps"">vrlo uskim</span><span class=""hps"">prolazima. Viliari su opremljeni sustavom</span><span class=""hps"">BT</span><span class=""hps"">Optipace</span>,<span class=""hps"">koji optimizira rad viliara i sve njegove funkcije.</span></p></div>";https://www.skladisna-logistika.hr/assets/galleries/272/380_bt-vector-vre125150_LO.jpg;http://www.skladisna-logistika.hr/upload/artikli/vre125_164140.pdf;VRE125;1250;11.3;;;;;;;;;1450;
BT Vector VRE150;BT elektriÄçni visokoregalni viliÄçari;ElektriÄçni visokoregalni viliÄçari - BT Vector serije;ElektriÄçni visokoregalni viliÄçar BT Vector R serija;visokoregalni-viliÄçar-bt-vector-r-vre150;Pogodni za aplikacije manipulacije paleta srednjim intezitetom,visokoregalni viliÄçari iz BT Vector R - serije imaju visinu dizanja do 11.3 metra.;;"<p class=""kratki""><strong>Pogodni za aplikacije manipulacije paleta srednjim intezitetom,visokoregalni viliari iz BT Vector R - serije imaju visinu dizanja do 11.3 metra.</strong></p><ul><li>Visina dizanja do 11.3 m</li><li>Veliko ubrzanje viliara</li><li>Okretne vilice</li><li>BT Optipace</li><li>Izvrsna vidljivost</li></ul><div class=""kratki""><p><span class=""hps"">Temeljeni na</span><span class=""hps"">BT</span><span class=""hps"">Reflex</span>regalnim viliarima,visokoregalni viliar iz<span class=""hps"">BT</span><span class=""hps"">Vector</span><span class=""hps"">R</span>-serije<span class=""hps"">optimiziran je za rad u</span><span class=""hps"">uskim</span><span class=""hps"">prolazima s kabinom na tlu.</span><span class=""hps"">Ovi visokoregalni viliari</span><span class=""hps"">imaju</span>kapacitet<span class=""hps"">nosivosti</span><span class=""hps""> do 1.5</span><span class=""hps"">tona</span><span class=""hps"">ivisinu dizanja do</span><span class=""hps"">11.3</span><span class=""hps"">metara</span>.Viliari izBT<span class=""hps"">Vector</span><span class=""hps"">R</span><span class=""atn"">-</span>serijemogu biti voeni unutar radnog hodnika pomou induktivnih vodilca ili pomou mehanikig vodilica, to im<span class=""hps"">doputa</span><span class=""hps"">brz,</span><span class=""hps"">ali</span><span class=""hps"">i siguran</span><span class=""hps"">rad u</span><span class=""hps"">vrlo uskim</span><span class=""hps"">prolazima. Viliari su opremljeni sustavom</span><span class=""hps"">BT</span><span class=""hps"">Optipace</span>,<span class=""hps"">koji optimizira rad viliara i sve njegove funkcije.</span></p></div>";https://www.skladisna-logistika.hr/assets/galleries/273/381_bt-vector-vre125150_LO.jpg;http://www.skladisna-logistika.hr/upload/artikli/vre150_164749.pdf;VRE150;1500;11;;;;;;;;;1660;
BT Reflex RRE160R;BT elektriÄçni regalni viliÄçari;ElektriÄçni regalni viliÄçari - BT Reflex serije;ElektriÄçni regalni viliÄçar BT Reflex O serija;regalni-viliÄçar-bt-reflex-o-rre160r;Sa svojim super-elastiÄçnim gumama, regalni viliÄçar iz BT Reflex O-serije idealan je za rad unutar i van skladiÅ¡ta i ima maksimalnu nosivost od 1.6 tona.;;"<p class=""kratki""><strong>Sa svojim super-elastinim gumama, regalni viliar iz BT Reflex O-serije idealan je za rad unutar i van skladita i ima maksimalnu nosivost od 1.6 tona.</strong></p><ul><li>Nosivost do 1.6 tona pri teitu od 600 mm</li><li>Visina dizanja do 7.5 m</li><li>Jedinstvena kontrola podizanja vilica</li><li>Super-elastine gume</li></ul><div class=""kratki""><p><span class=""hps"">Dijelei</span><span class=""hps"">kljune</span><span class=""hps"">osobine</span><span class=""hps"">s ostatkom</span>flote<span class=""hps"">BT</span><span class=""hps"">Reflex regalnih viliara</span>,<span class=""hps atn"">O-</span>serijaregalnih viliara opremljena je AC motorima,upravljaem<span class=""hps"">360 </span><span class=""hps"">i</span><span class=""hps"">naprednim</span><span class=""hps"">Lift</span><span class=""hps"">Control System-om</span>.<span class=""hps"">S</span>poveanim <span class=""hps"">razmakom od tla</span><span class=""hps"">i</span><span class=""hps"">super</span><span class=""hps"">elastinim gumama</span>,<span class=""hps"">ovi</span><span class=""hps"">viliari</span><span class=""hps"">idealni</span>su<span class=""hps"">za rad u</span><span class=""hps"">unutarnjem i vanjskom okruenju</span>.<span class=""hps"">Oni</span><span class=""hps"">moguraditi na</span>nagibima, prijelazima,<span class=""hps"">toplom</span><span class=""hps"">asfalt</span>u,<span class=""hps"">pa ak i</span>na<span class=""hps"">grubim i</span><span class=""hps"">neravnim povrinama</span>.<span class=""hps"">Uz</span><span class=""hps"">visine</span>dizanja<span class=""hps"">do</span><span class=""hps"">7,5</span><span class=""hps"">metara</span>,regalni viliari iz <span class=""hps"">O</span><span class=""atn"">-</span>serijel<span class=""hps"">ako se mogu</span><span class=""hps"">nositi</span><span class=""hps"">sa zadacima kao</span><span class=""hps"">to su</span><span class=""hps"">blok</span><span class=""hps"">slaganje paleta</span>,ulaganje paleta na paletne regale,<span class=""hps"">utovara</span><span class=""hps"">/</span><span class=""hps"">istovara</span>kamiona <span class=""hps"">s bone strane</span>.<span class=""hps"">Ovi</span><span class=""hps"">viliari</span><span class=""hps"">su takoer dostupni s</span><span class=""hps"">razliitim</span><span class=""hps"">opcijama</span>kabina.</p></div>";https://www.skladisna-logistika.hr/assets/galleries/147/378_bt-reflex-rre160_LO-1.jpg;http://www.skladisna-logistika.hr/upload/artikli/rre160r_134148.pdf;RRE160R;1600;7.5;620;11.0;;;;;;;;
